NCES District ID,LEA Name,Fips State Code,State Abbreviation,Average Number of Students in a Grade-Subject-Year,Average Number of Students in a Gender-Grade-Subject-Year,EB Male-Female Math Achievement Gap (SD Units),EB Male-Female ELA Achievement Gap (SD Units),EB Standard Error of Male-Female Math Achievement Gap (SD Units),EB Standard Error of Male-Female ELA Achievement Gap (SD Units),EB Male-Female Math Achievement Gap (Grade Equivalent Units),EB Male-Female ELA Achievement Gap (Grade Equivalent Units),EB Standard Error of Male-Female Math Achievement Gap (Grade Equivalent Units),EB Standard Error of Male-Female ELA Achievement Gap (Grade Equivalent Units),SES Composite - All Adults,SES Composite - Female Adults,SES Composite - Male Adults,Male-Female SES Composite Difference,Income at 50th percentile - All Adults,Income at 50th percentile - Female Adults,Income at 50th percentile - Male Adults,Male-Female Income V-Gap,Percent of Black Students in District,Percent of Hispanic Students in District,Percent of Other Race Students in District,Percent of White Students in District,Reliable District Gap Estimate; District has >200 Male/Female Students per Grade
3307115,Wilton-Lyndeboro School District,33,NH,48,24,0.062,-0.190,0.032,0.038,0.179,-0.589,0.093,0.118,0.554,0.096,1.110,1.014,87499.500,29542.102,43715.012,0.408,0.012,0.017,0.005,0.966,0
3307140,Winchester School District,33,NH,51,25,0.078,-0.151,0.031,0.037,0.224,-0.465,0.091,0.114,-1.543,-1.525,-1.562,-0.036,31817.818,19494.152,23817.041,0.356,0.005,0.012,0.018,0.965,0
3307170,Windham School District,33,NH,221,110,0.020,-0.291,0.018,0.021,0.059,-0.899,0.052,0.065,1.856,0.704,2.956,2.252,127631.477,33944.164,72161.445,0.716,0.005,0.015,0.040,0.940,0
3307300,Winnisquam Regional School District,33,NH,115,58,0.032,-0.227,0.021,0.025,0.085,-0.703,0.062,0.078,0.310,0.189,0.451,0.262,61857.020,26968.248,37412.453,0.384,0.015,0.011,0.020,0.955,0
3400004,Sch Dist Of The Chathams,34,NJ,318,159,0.074,-0.251,0.018,0.021,0.216,-0.774,0.052,0.066,2.381,1.326,3.561,2.235,198849.594,46048.809,107630.039,0.826,0.009,0.033,0.084,0.874,0
3400008,Great Meadows Regional,34,NJ,106,53,0.090,-0.193,0.022,0.026,0.262,-0.594,0.064,0.082,1.124,0.400,1.909,1.509,87285.219,29236.740,53170.098,0.536,0.005,0.068,0.016,0.911,0
3400009,Somerset Hills Regional,34,NJ,142,71,0.097,-0.215,0.021,0.025,0.277,-0.665,0.061,0.079,1.676,0.868,2.327,1.459,146179.703,33059.734,60530.848,0.512,0.014,0.138,0.034,0.814,0
3400660,Absecon City,34,NJ,91,46,0.113,-0.136,0.023,0.027,0.326,-0.412,0.066,0.085,-0.108,-0.037,-0.121,-0.083,80241.727,35590.434,33084.488,0.044,0.129,0.122,0.101,0.648,0
3400690,Alexandria Township,34,NJ,69,35,0.072,-0.225,0.025,0.030,0.217,-0.695,0.073,0.094,1.920,0.923,2.884,1.961,180554.938,38599.281,69621.391,0.720,0.029,0.032,0.028,0.910,0
3400720,Allamuchy Township,34,NJ,51,26,-0.005,-0.330,0.030,0.036,-0.010,-1.021,0.088,0.112,1.825,0.644,3.035,2.391,112499.500,42723.336,63841.707,0.549,0.021,0.048,0.038,0.893,0
3400750,Allendale,34,NJ,109,55,0.082,-0.233,0.023,0.027,0.240,-0.719,0.066,0.085,2.378,1.381,3.489,2.108,192306.844,51617.324,97236.680,0.575,0.004,0.045,0.122,0.830,0
3400810,Alloway Township,34,NJ,49,25,0.062,-0.214,0.032,0.037,0.176,-0.655,0.090,0.117,0.490,0.060,0.866,0.806,87307.203,31994.551,52949.406,0.716,0.044,0.023,0.005,0.928,0
3400900,Andover Regional,34,NJ,76,38,0.102,-0.179,0.025,0.030,0.303,-0.547,0.072,0.093,0.752,-0.062,1.438,1.500,111640.156,31228.805,58409.797,0.753,0.020,0.026,0.021,0.933,0
3400930,Asbury Park,34,NJ,171,85,0.036,-0.143,0.024,0.028,0.110,-0.431,0.069,0.087,-1.187,-1.840,-0.454,1.386,24837.742,18756.041,26061.563,0.337,0.688,0.290,0.001,0.021,0
3400960,Atlantic City,34,NJ,435,217,0.021,-0.178,0.018,0.021,0.064,-0.543,0.052,0.066,-1.500,-1.858,-1.139,0.719,33145.922,21103.777,26583.016,0.185,0.402,0.426,0.151,0.022,1
3401020,Atlantic Highlands,34,NJ,51,25,0.072,-0.216,0.041,0.047,0.209,-0.666,0.118,0.148,1.317,0.873,1.805,0.932,56110.500,34150.957,54374.121,0.506,0.030,0.068,0.031,0.871,0
3401050,Audubon,34,NJ,95,48,0.002,-0.280,0.023,0.027,0.006,-0.858,0.065,0.084,0.714,0.452,1.024,0.571,80999.758,33200.195,51508.914,0.450,0.026,0.050,0.018,0.906,0
3401170,Barrington Borough,34,NJ,64,32,0.012,-0.255,0.025,0.030,0.029,-0.781,0.073,0.094,0.656,0.256,1.045,0.789,74999.000,31714.773,41975.215,0.408,0.049,0.078,0.014,0.859,0
3401260,Bayonne,34,NJ,697,349,0.035,-0.218,0.016,0.019,0.110,-0.669,0.046,0.059,0.029,-0.677,0.725,1.402,53790.828,31484.078,45588.898,0.437,0.095,0.342,0.082,0.480,1
3401320,Bedminster Township,34,NJ,67,33,0.156,-0.142,0.026,0.031,0.449,-0.431,0.075,0.096,2.542,1.946,3.202,1.256,116345.500,49337.367,63652.102,0.334,0.020,0.195,0.162,0.622,0
3401350,Belleville,34,NJ,348,174,0.037,-0.206,0.018,0.021,0.112,-0.628,0.051,0.065,0.306,-0.102,0.723,0.826,59544.504,32729.664,39390.656,0.310,0.098,0.596,0.114,0.192,0
3401380,Bellmawr Borough,34,NJ,115,58,0.080,-0.163,0.022,0.025,0.228,-0.497,0.062,0.080,-0.164,-0.683,0.318,1.001,68332.781,25381.602,41190.938,0.500,0.033,0.121,0.094,0.752,0
3401410,Belmar,34,NJ,56,28,-0.054,-0.314,0.027,0.031,-0.156,-0.969,0.076,0.098,0.671,0.187,1.209,1.022,34641.930,35843.027,45999.801,0.345,0.062,0.387,0.010,0.540,0
3401440,Belvidere,34,NJ,46,23,0.054,-0.225,0.040,0.047,0.157,-0.695,0.116,0.147,0.579,-0.329,1.439,1.768,60999.938,26339.018,49661.227,0.683,0.015,0.028,0.012,0.945,0
3401500,Bergenfield,34,NJ,262,131,0.039,-0.211,0.019,0.022,0.118,-0.645,0.054,0.069,0.869,0.388,1.307,0.919,94125.742,39661.477,43845.090,0.144,0.100,0.421,0.309,0.170,0
3401530,Berkeley Heights,34,NJ,203,101,0.088,-0.229,0.020,0.024,0.262,-0.703,0.058,0.073,1.708,0.302,3.246,2.944,161110.891,40420.270,89307.031,0.766,0.012,0.052,0.127,0.808,0
3401560,Berkeley Township,34,NJ,295,147,0.081,-0.156,0.018,0.021,0.235,-0.475,0.051,0.066,-0.353,-0.809,0.094,0.903,71350.594,24651.037,43878.535,0.494,0.037,0.097,0.013,0.853,0
3401590,Berlin Borough,34,NJ,96,48,0.111,-0.143,0.022,0.026,0.312,-0.432,0.064,0.083,0.656,0.312,0.906,0.594,82272.438,30098.018,41105.547,0.397,0.069,0.051,0.029,0.852,0
3401620,Berlin Township,34,NJ,64,32,0.079,-0.151,0.026,0.030,0.233,-0.460,0.074,0.095,0.019,-0.230,0.221,0.451,64999.664,28587.068,35987.063,0.225,0.165,0.118,0.064,0.653,0
3401650,Bernards Township,34,NJ,451,226,0.109,-0.211,0.018,0.021,0.325,-0.647,0.051,0.065,2.530,1.510,3.663,2.153,184450.531,54597.152,99246.227,0.576,0.008,0.039,0.211,0.741,1
3401710,Bethlehem Township,34,NJ,64,32,0.091,-0.199,0.026,0.030,0.257,-0.609,0.074,0.095,1.747,1.170,2.192,1.022,157618.891,34333.996,69246.148,0.451,0.009,0.037,0.045,0.910,0
3401800,Blairstown Township,34,NJ,124,62,0.022,-0.266,0.022,0.026,0.066,-0.816,0.063,0.082,1.029,0.177,1.760,1.583,101071.383,31215.973,54557.914,0.532,0.017,0.045,0.017,0.921,0
3401830,Bloomfield Township,34,NJ,449,224,0.017,-0.226,0.017,0.020,0.051,-0.692,0.050,0.064,0.660,0.027,1.321,1.294,70752.297,34690.875,43399.516,0.265,0.251,0.348,0.087,0.315,1
3401860,Bloomingdale,34,NJ,68,34,0.093,-0.185,0.025,0.029,0.273,-0.568,0.072,0.092,0.754,-0.063,1.255,1.318,98213.352,22788.344,48067.566,0.545,0.025,0.129,0.027,0.819,0
3401920,Bogota,34,NJ,91,45,-0.022,-0.270,0.023,0.028,-0.056,-0.832,0.067,0.086,0.450,0.212,0.743,0.531,99061.531,37968.840,44426.199,0.192,0.110,0.561,0.093,0.237,0
3401950,Boonton Town,34,NJ,73,36,0.001,-0.295,0.024,0.029,0.002,-0.910,0.070,0.090,0.624,-0.270,1.521,1.792,72749.156,31443.010,44311.641,0.478,0.093,0.124,0.233,0.550,0
3401980,Boonton Township,34,NJ,60,30,0.157,-0.152,0.026,0.031,0.462,-0.467,0.075,0.096,1.680,0.764,2.726,1.962,145832.500,33691.570,73275.031,0.598,0.010,0.042,0.047,0.901,0
3402030,Bordentown Regional Schoo,34,NJ,186,93,0.014,-0.250,0.020,0.023,0.030,-0.765,0.058,0.074,1.266,0.992,1.615,0.623,99151.578,42158.879,51734.945,0.334,0.141,0.076,0.114,0.670,0
3402100,Bound Brook Borough,34,NJ,104,52,0.013,-0.195,0.023,0.027,0.042,-0.597,0.067,0.086,-0.165,-0.754,0.230,0.984,63499.770,22448.346,30180.928,0.337,0.089,0.697,0.017,0.197,0
3402160,Branchburg Township,34,NJ,202,101,0.131,-0.167,0.020,0.023,0.382,-0.514,0.056,0.073,2.456,1.298,3.653,2.355,151153.828,45812.598,82966.102,0.678,0.030,0.056,0.078,0.836,0
3402220,Brick Township,34,NJ,750,375,0.085,-0.174,0.016,0.019,0.245,-0.534,0.046,0.058,0.369,-0.251,1.039,1.290,83682.539,28810.965,49239.035,0.524,0.047,0.107,0.028,0.818,1
3402250,Bridgeton,34,NJ,364,182,-0.002,-0.177,0.019,0.023,-0.005,-0.537,0.056,0.072,-2.622,-2.461,-2.637,-0.176,30288.404,19643.336,21861.893,0.253,0.310,0.617,0.008,0.065,0
3402280,Bridgewater-Raritan Regio,34,NJ,715,357,0.122,-0.182,0.017,0.019,0.356,-0.557,0.048,0.061,2.087,1.178,3.077,1.899,126051.359,44559.898,65207.422,0.448,0.028,0.087,0.232,0.653,1
3402310,Brielle Borough,34,NJ,76,38,0.012,-0.285,0.024,0.029,0.042,-0.879,0.070,0.090,1.469,0.478,2.531,2.053,107380.656,33460.848,73845.273,0.824,0.026,0.029,0.011,0.934,0
3402340,Brigantine City,34,NJ,80,40,0.104,-0.157,0.024,0.029,0.303,-0.479,0.070,0.089,0.670,0.006,1.337,1.331,83202.797,30272.123,44766.742,0.385,0.057,0.133,0.073,0.738,0
3402370,Brooklawn,34,NJ,46,23,0.014,-0.231,0.038,0.044,0.037,-0.715,0.110,0.139,-0.292,-0.462,0.115,0.577,,27236.395,42160.586,0.454,0.188,0.124,0.012,0.676,0
3402400,Buena Regional,34,NJ,164,82,0.040,-0.188,0.020,0.024,0.106,-0.576,0.058,0.075,-0.218,-0.684,0.273,0.957,61499.898,27554.557,41109.777,0.441,0.161,0.247,0.018,0.574,0
3402430,Burlington City,34,NJ,114,57,0.017,-0.191,0.024,0.028,0.042,-0.583,0.068,0.086,-0.118,-0.373,0.164,0.537,48067.566,29539.023,33111.445,0.298,0.576,0.063,0.026,0.335,0
3402460,Burlington Township,34,NJ,321,160,0.032,-0.234,0.018,0.021,0.101,-0.716,0.052,0.066,0.901,0.265,1.489,1.224,105389.695,34033.078,53790.734,0.546,0.343,0.082,0.084,0.491,0
3402520,Butler,34,NJ,71,35,0.111,-0.157,0.025,0.029,0.328,-0.482,0.071,0.091,1.098,0.197,2.019,1.822,90624.375,32847.531,60741.613,0.623,0.014,0.107,0.026,0.853,0
3402550,Byram Township,34,NJ,120,60,0.052,-0.236,0.022,0.026,0.152,-0.723,0.062,0.080,1.976,1.139,2.825,1.686,127624.891,39239.152,67443.703,0.636,0.016,0.029,0.030,0.925,0
3402580,Caldwell-West Caldwell,34,NJ,207,104,0.068,-0.235,0.019,0.023,0.194,-0.723,0.055,0.071,1.694,0.857,2.680,1.823,113376.656,41823.645,64279.281,0.458,0.016,0.072,0.046,0.866,0
3402640,Camden City,34,NJ,1184,592,0.009,-0.162,0.018,0.021,0.030,-0.489,0.051,0.066,-2.525,-2.739,-2.295,0.444,24528.313,18182.666,21772.039,0.250,0.490,0.493,0.012,0.006,1
3402790,Carlstadt,34,NJ,63,32,0.003,-0.265,0.025,0.030,0.017,-0.818,0.073,0.093,0.618,-0.243,1.423,1.666,77083.250,32520.682,46880.156,0.375,0.051,0.233,0.065,0.651,0
3402820,Carteret Borough,34,NJ,297,148,0.048,-0.175,0.018,0.021,0.141,-0.533,0.053,0.067,-0.168,-0.871,0.614,1.484,58899.109,32091.420,40719.441,0.361,0.211,0.402,0.233,0.154,0
3402850,Cedar Grove Township,34,NJ,134,67,0.070,-0.238,0.021,0.024,0.205,-0.730,0.059,0.076,1.920,0.757,3.078,2.321,101136.320,38826.918,67232.250,0.698,0.009,0.044,0.062,0.885,0
3403000,Cherry Hill Township,34,NJ,868,434,0.085,-0.193,0.016,0.019,0.245,-0.593,0.046,0.059,1.498,0.667,2.361,1.693,110245.492,35281.227,58301.879,0.532,0.080,0.090,0.159,0.672,1
3403060,Chester Township,34,NJ,160,80,0.127,-0.194,0.021,0.024,0.376,-0.596,0.059,0.076,1.821,0.525,3.367,2.842,166166.344,35833.168,101972.625,0.788,0.010,0.068,0.046,0.876,0
3403090,Chesterfield Township,34,NJ,73,37,0.063,-0.208,0.028,0.033,0.186,-0.645,0.082,0.102,0.104,0.677,-0.063,-0.740,110681.391,43976.477,43749.250,0.060,0.071,0.037,0.242,0.650,0
3403120,Cinnaminson Township,34,NJ,185,93,0.119,-0.165,0.019,0.022,0.352,-0.505,0.055,0.071,0.892,0.188,1.590,1.402,101445.258,31572.266,53999.199,0.657,0.085,0.043,0.027,0.844,0
3403150,Clark Township,34,NJ,171,85,0.109,-0.180,0.020,0.023,0.323,-0.554,0.057,0.073,1.139,0.569,1.743,1.175,109669.422,38735.047,57191.410,0.530,0.007,0.065,0.027,0.901,0
3403180,Clayton,34,NJ,102,51,0.034,-0.209,0.023,0.027,0.097,-0.637,0.066,0.085,0.148,-0.193,0.445,0.638,71110.367,27986.416,46305.051,0.587,0.263,0.098,0.037,0.602,0
3403240,Clementon Borough,34,NJ,54,27,0.038,-0.224,0.029,0.034,0.110,-0.689,0.083,0.106,-0.477,-1.465,0.440,1.905,53437.156,21937.631,36484.078,0.756,0.221,0.178,0.030,0.571,0
3403270,Cliffside Park,34,NJ,171,85,0.105,-0.139,0.020,0.024,0.306,-0.420,0.058,0.074,0.687,-0.019,1.456,1.475,66428.148,36483.852,45784.301,0.304,0.033,0.451,0.067,0.449,0
3403300,Clifton,34,NJ,856,428,0.056,-0.185,0.016,0.019,0.163,-0.563,0.046,0.059,0.416,-0.145,0.972,1.117,67771.227,31708.914,40419.301,0.327,0.050,0.509,0.076,0.365,1
3403330,Clinton Town,34,NJ,59,30,0.028,-0.269,0.027,0.032,0.084,-0.828,0.078,0.100,1.729,1.132,2.342,1.210,92272.031,45589.770,51133.105,0.219,0.040,0.067,0.052,0.841,0
3403360,Clinton Township,34,NJ,199,100,0.093,-0.204,0.020,0.023,0.259,-0.628,0.057,0.073,2.211,1.113,3.382,2.268,153870.891,44145.512,73479.547,0.357,0.020,0.033,0.065,0.882,0
3403390,Closter,34,NJ,134,67,0.104,-0.217,0.023,0.027,0.306,-0.666,0.066,0.086,1.708,0.522,2.878,2.356,161612.672,38867.148,76215.906,0.726,0.015,0.052,0.386,0.546,0
3403420,Collingswood Borough,34,NJ,118,59,-0.017,-0.296,0.023,0.026,-0.056,-0.916,0.065,0.083,0.997,0.622,1.384,0.763,65356.785,36313.730,46037.293,0.363,0.135,0.150,0.033,0.682,0
3403450,Colts Neck Township,34,NJ,144,72,0.084,-0.227,0.021,0.025,0.254,-0.697,0.061,0.078,2.031,0.651,3.431,2.780,181713.656,37962.367,97508.164,0.690,0.014,0.025,0.037,0.924,0
3403480,Commercial Township,34,NJ,65,32,-0.055,-0.292,0.026,0.030,-0.153,-0.899,0.074,0.095,-0.934,-1.098,-0.769,0.328,34037.652,27463.535,33796.949,0.290,0.144,0.092,0.002,0.761,0
3403540,Cranbury Township,34,NJ,71,36,0.077,-0.271,0.025,0.030,0.221,-0.838,0.072,0.092,2.358,0.714,4.089,3.375,157631.422,30520.729,94488.469,0.789,0.028,0.027,0.222,0.722,0
3403570,Cranford Township,34,NJ,300,150,0.096,-0.200,0.018,0.021,0.274,-0.614,0.052,0.066,1.884,1.113,2.630,1.517,136764.234,43031.465,69719.258,0.577,0.025,0.056,0.035,0.884,0
3403600,Cresskill,34,NJ,135,67,0.071,-0.238,0.022,0.026,0.207,-0.729,0.064,0.083,1.901,1.134,2.692,1.558,119386.977,47401.477,83105.141,0.557,0.004,0.069,0.337,0.591,0
3403660,Deerfield Township,34,NJ,48,24,-0.035,-0.293,0.035,0.041,-0.100,-0.908,0.101,0.128,0.045,-0.399,0.497,0.895,72263.891,26271.297,41628.113,0.611,0.191,0.227,0.034,0.548,0
3403690,Delanco Township,34,NJ,48,24,0.011,-0.255,0.032,0.038,0.040,-0.787,0.093,0.118,0.667,0.415,0.929,0.515,,35215.473,46292.844,0.404,0.199,0.052,0.033,0.716,0
3403720,Delaware Township,34,NJ,55,27,0.064,-0.231,0.029,0.034,0.187,-0.708,0.082,0.106,1.178,0.135,2.256,2.121,146874.125,30186.529,66700.859,0.804,0.005,0.048,0.012,0.935,0
3403780,Delran Township,34,NJ,227,114,0.073,-0.190,0.019,0.022,0.214,-0.584,0.054,0.070,0.955,0.468,1.466,0.999,94544.680,34290.418,50830.715,0.474,0.109,0.061,0.042,0.788,0
3403810,Demarest,34,NJ,77,39,0.120,-0.201,0.024,0.029,0.349,-0.615,0.070,0.090,2.001,0.948,3.140,2.192,164999.703,48576.207,92327.633,0.794,0.005,0.049,0.347,0.599,0
3403840,Dennis Township,34,NJ,71,36,0.043,-0.234,0.025,0.029,0.130,-0.725,0.071,0.091,0.445,-0.076,0.867,0.943,83749.648,28787.904,47156.430,0.562,0.012,0.024,0.007,0.957,0
3403870,Denville Township,34,NJ,218,109,0.114,-0.197,0.019,0.022,0.334,-0.602,0.054,0.070,1.770,1.040,2.619,1.580,119511.414,48540.957,74120.430,0.538,0.026,0.060,0.084,0.830,0
3403900,Deptford Township,34,NJ,330,165,0.033,-0.210,0.018,0.021,0.094,-0.645,0.051,0.065,0.359,-0.024,0.682,0.705,75769.203,33027.316,46231.586,0.427,0.199,0.093,0.058,0.650,0
3403930,Dover Town,34,NJ,221,110,0.077,-0.145,0.019,0.023,0.228,-0.443,0.055,0.071,-0.406,-0.718,-0.134,0.584,55713.715,21330.299,28408.410,0.263,0.060,0.832,0.020,0.089,0
3403990,Dumont,34,NJ,210,105,0.006,-0.282,0.019,0.023,0.025,-0.867,0.055,0.071,0.943,0.460,1.480,1.020,104303.102,35726.855,53137.902,0.401,0.032,0.200,0.144,0.624,0
3404020,Dunellen,34,NJ,91,45,0.029,-0.246,0.023,0.027,0.089,-0.755,0.066,0.085,0.514,-0.080,1.000,1.080,58708.805,33993.285,38438.617,0.158,0.103,0.372,0.058,0.466,0
3404080,East Amwell Township,34,NJ,52,26,0.134,-0.164,0.028,0.032,0.385,-0.506,0.079,0.102,2.040,1.568,2.543,0.975,109374.625,41384.336,61895.859,0.312,0.017,0.050,0.033,0.900,0
3404110,East Brunswick Township,34,NJ,661,331,0.110,-0.200,0.017,0.020,0.321,-0.612,0.048,0.062,1.900,0.794,3.074,2.280,116547.633,36160.039,66883.992,0.604,0.047,0.065,0.320,0.568,1
3404140,East Greenwich Township,34,NJ,140,70,0.052,-0.220,0.024,0.028,0.153,-0.670,0.069,0.086,1.494,0.500,2.455,1.955,92968.031,31616.219,72340.180,0.910,0.070,0.035,0.053,0.842,0
3404170,East Hanover Township,34,NJ,128,64,0.104,-0.204,0.021,0.025,0.298,-0.622,0.061,0.079,1.439,0.598,2.209,1.611,134166.297,37774.445,60751.934,0.492,0.014,0.041,0.105,0.840,0
3404230,East Orange,34,NJ,787,394,-0.057,-0.250,0.017,0.020,-0.163,-0.758,0.048,0.061,-1.266,-1.395,-1.106,0.289,36360.488,27828.867,29710.596,0.064,0.954,0.044,0.001,0.001,1
3404290,East Rutherford,34,NJ,77,38,0.020,-0.261,0.025,0.029,0.057,-0.800,0.071,0.090,1.038,0.029,1.820,1.791,65480.402,31906.092,50787.781,0.630,0.052,0.370,0.132,0.447,0
3404320,East Windsor Regional,34,NJ,401,201,0.114,-0.161,0.018,0.021,0.332,-0.489,0.051,0.066,1.501,0.741,2.313,1.572,98280.320,35489.699,50633.020,0.392,0.103,0.293,0.185,0.419,1
3404350,Eastampton Township,34,NJ,80,40,0.149,-0.118,0.024,0.028,0.429,-0.355,0.069,0.089,1.344,0.255,2.502,2.247,102083.250,29582.416,54821.730,0.763,0.222,0.127,0.048,0.602,0
3404410,Eatontown,34,NJ,118,59,0.069,-0.217,0.022,0.026,0.205,-0.667,0.063,0.081,0.580,-0.208,1.409,1.617,59582.371,31557.908,45708.668,0.410,0.174,0.208,0.113,0.505,0
3404440,Edgewater,34,NJ,73,36,0.022,-0.288,0.028,0.033,0.062,-0.895,0.083,0.103,2.394,1.607,3.251,1.644,87499.500,49825.875,71716.719,0.542,0.085,0.169,0.391,0.355,0
3404470,Edgewater Park Township,34,NJ,87,44,0.035,-0.189,0.024,0.028,0.092,-0.580,0.068,0.087,-0.038,-0.146,0.081,0.227,75304.867,29332.465,36294.207,0.190,0.354,0.201,0.034,0.410,0
3404500,Edison Township,34,NJ,1106,553,0.114,-0.194,0.017,0.019,0.335,-0.585,0.047,0.060,1.788,0.694,2.851,2.157,99236.320,38846.340,55199.980,0.493,0.090,0.095,0.578,0.237,1
3404530,Egg Harbor City,34,NJ,54,27,0.014,-0.206,0.032,0.038,0.036,-0.633,0.092,0.118,-0.877,-0.703,-1.010,-0.308,39999.000,31533.199,29204.287,0.044,0.230,0.383,0.028,0.359,0
3404560,Egg Harbor Township,34,NJ,603,301,0.045,-0.203,0.017,0.019,0.126,-0.622,0.047,0.061,0.326,-0.101,0.772,0.873,71070.688,30909.135,43092.523,0.409,0.116,0.216,0.150,0.518,1
3404590,Elizabeth,34,NJ,1630,815,0.049,-0.153,0.015,0.018,0.148,-0.463,0.044,0.056,-0.909,-1.428,-0.434,0.995,42217.070,21267.961,28233.209,0.353,0.218,0.678,0.020,0.084,1
3404620,Elk Township,34,NJ,49,24,0.035,-0.235,0.033,0.038,0.107,-0.721,0.095,0.119,0.221,-0.153,0.800,0.953,46499.699,27105.877,41881.977,0.483,0.158,0.055,0.013,0.774,0
3404660,Elmwood Park,34,NJ,186,93,0.051,-0.207,0.020,0.023,0.161,-0.636,0.057,0.073,0.561,-0.024,1.203,1.227,76157.359,32351.381,46785.355,0.468,0.089,0.316,0.124,0.472,0
3404710,Emerson,34,NJ,93,47,0.064,-0.238,0.023,0.027,0.176,-0.730,0.066,0.084,1.574,0.872,2.245,1.373,97915.742,39087.723,59783.473,0.347,0.008,0.090,0.097,0.806,0
3404740,Englewood City,34,NJ,201,100,0.015,-0.217,0.021,0.024,0.038,-0.657,0.060,0.075,0.673,0.093,1.278,1.185,67811.977,34130.215,45699.449,0.305,0.514,0.429,0.031,0.026,0
3404770,Englewood Cliffs,34,NJ,52,26,0.109,-0.209,0.031,0.037,0.318,-0.647,0.091,0.115,1.079,0.094,2.117,2.023,180384.016,31954.738,84465.641,0.760,0.029,0.070,0.488,0.412,0
3404830,Essex Fells,34,NJ,49,24,0.101,-0.222,0.039,0.046,0.293,-0.687,0.113,0.143,2.340,0.894,3.694,2.800,165713.969,53280.594,105891.719,0.661,0.006,0.019,0.019,0.955,0
3404890,Evesham Township,34,NJ,548,274,0.089,-0.196,0.017,0.019,0.258,-0.602,0.047,0.061,1.681,0.816,2.555,1.739,107850.922,36097.051,57447.723,0.566,0.059,0.034,0.074,0.833,1
3404920,Ewing Township,34,NJ,292,146,-0.007,-0.262,0.019,0.022,-0.027,-0.805,0.054,0.070,0.656,0.619,0.689,0.070,81141.992,34084.289,36364.824,0.139,0.464,0.134,0.045,0.357,0
3404950,Fair Haven Borough,34,NJ,115,57,0.047,-0.251,0.022,0.026,0.127,-0.773,0.063,0.080,1.821,1.190,2.455,1.265,200877.188,34686.559,73249.172,0.646,0.017,0.014,0.016,0.953,0
3404980,Fair Lawn,34,NJ,361,181,0.091,-0.201,0.018,0.021,0.264,-0.618,0.052,0.066,1.806,1.041,2.573,1.532,107650.555,40368.844,58614.688,0.443,0.025,0.146,0.140,0.690,0
3405010,Fairfield Township,34,NJ,100,50,0.033,-0.257,0.026,0.030,0.095,-0.793,0.075,0.094,1.120,0.424,1.895,1.471,136457.875,38169.012,51564.434,0.313,0.002,0.061,0.030,0.907,0
3405040,Fairfield Township,34,NJ,59,30,-0.027,-0.241,0.028,0.033,-0.086,-0.741,0.081,0.104,-1.322,-1.048,-1.522,-0.474,46583.016,26221.979,33581.012,0.357,0.609,0.200,0.042,0.149,0
3405070,Fairview,34,NJ,115,58,0.116,-0.104,0.021,0.025,0.342,-0.315,0.061,0.078,-0.365,-0.968,0.135,1.103,56070.824,24999.000,29521.430,0.364,0.017,0.705,0.031,0.248,0
3405190,Flemington-Raritan Region,34,NJ,405,202,0.076,-0.211,0.018,0.021,0.219,-0.648,0.051,0.065,1.573,0.733,2.468,1.735,129999.797,35392.078,66018.609,0.563,0.027,0.084,0.069,0.820,1
3405220,Florence Township,34,NJ,130,65,0.062,-0.186,0.022,0.026,0.181,-0.569,0.063,0.081,0.837,0.456,1.242,0.786,85576.500,40021.863,47725.867,0.352,0.238,0.054,0.070,0.637,0
3405250,Florham Park,34,NJ,112,56,0.067,-0.259,0.022,0.026,0.198,-0.800,0.063,0.081,1.613,0.641,2.802,2.161,124304.586,28101.477,52478.496,0.523,0.045,0.041,0.064,0.850,0
3405280,Folsom,34,NJ,48,24,0.040,-0.220,0.030,0.036,0.119,-0.679,0.088,0.111,-0.021,-0.395,0.335,0.730,73999.063,30689.518,38275.207,0.168,0.038,0.084,0.005,0.872,0
3405310,Fort Lee,34,NJ,276,138,0.024,-0.286,0.020,0.023,0.067,-0.882,0.057,0.073,1.440,0.585,2.334,1.748,84166.297,42984.477,57397.828,0.392,0.032,0.162,0.491,0.316,0
3405340,Frankford Township,34,NJ,68,34,0.182,-0.095,0.025,0.030,0.520,-0.287,0.072,0.093,0.956,0.288,1.601,1.313,102794.008,34119.289,54481.246,0.538,0.004,0.029,0.007,0.960,0
3405370,Franklin Lakes,34,NJ,160,80,0.100,-0.226,0.021,0.024,0.293,-0.698,0.060,0.076,1.891,0.530,3.502,2.973,213297.875,39686.566,94290.570,0.779,0.016,0.026,0.077,0.881,0
3405400,Franklin Borough,34,NJ,55,28,0.083,-0.178,0.027,0.032,0.240,-0.543,0.078,0.100,0.006,-0.635,0.639,1.274,81874.719,29037.656,43762.133,0.590,0.054,0.089,0.022,0.835,0
3405430,Franklin Township,34,NJ,237,119,0.044,-0.216,0.019,0.022,0.131,-0.654,0.054,0.069,0.043,-0.429,0.350,0.779,66590.469,26267.061,44814.645,0.580,0.082,0.042,0.014,0.862,0
3405460,Franklin Township,34,NJ,45,22,0.069,-0.231,0.037,0.044,0.199,-0.713,0.107,0.136,1.595,0.332,2.771,2.439,118610.367,39806.738,60115.766,0.750,0.007,0.029,0.020,0.944,0
