NCES District ID,LEA Name,Fips State Code,State Abbreviation,Average Number of Students in a Grade-Subject-Year,Average Number of Students in a Gender-Grade-Subject-Year,EB Male-Female Math Achievement Gap (SD Units),EB Male-Female ELA Achievement Gap (SD Units),EB Standard Error of Male-Female Math Achievement Gap (SD Units),EB Standard Error of Male-Female ELA Achievement Gap (SD Units),EB Male-Female Math Achievement Gap (Grade Equivalent Units),EB Male-Female ELA Achievement Gap (Grade Equivalent Units),EB Standard Error of Male-Female Math Achievement Gap (Grade Equivalent Units),EB Standard Error of Male-Female ELA Achievement Gap (Grade Equivalent Units),SES Composite - All Adults,SES Composite - Female Adults,SES Composite - Male Adults,Male-Female SES Composite Difference,Income at 50th percentile - All Adults,Income at 50th percentile - Female Adults,Income at 50th percentile - Male Adults,Male-Female Income V-Gap,Percent of Black Students in District,Percent of Hispanic Students in District,Percent of Other Race Students in District,Percent of White Students in District,Reliable District Gap Estimate; District has >200 Male/Female Students per Grade
4030197,Porter Consolidated,40,OK,49,24,-0.007,-0.262,0.034,0.040,-0.021,-0.809,0.100,0.126,-1.223,-1.760,-0.653,1.106,56749.328,15942.605,34999.000,1.061,0.105,0.050,0.353,0.491,0
4030240,Tulsa,40,OK,2964,1482,-0.014,-0.248,0.014,0.017,-0.045,-0.772,0.041,0.052,-0.640,-1.057,-0.210,0.847,34442.773,20411.752,27599.779,0.349,0.317,0.273,0.100,0.309,1
4030360,Tushka,40,OK,44,22,0.044,-0.228,0.041,0.047,0.125,-0.709,0.118,0.148,-0.962,-1.080,-0.580,0.500,54999.500,20573.541,32567.055,0.585,0.000,0.007,0.319,0.673,0
4030420,Tuttle,40,OK,129,65,0.080,-0.215,0.020,0.023,0.240,-0.662,0.057,0.072,0.220,-0.702,1.089,1.791,60714.238,22266.174,41317.305,0.546,0.003,0.050,0.128,0.819,0
4030450,Twin Hills,40,OK,45,22,0.029,-0.244,0.040,0.046,0.088,-0.757,0.116,0.143,-0.504,-1.489,0.229,1.717,47832.766,21666.000,32499.500,0.725,0.037,0.047,0.307,0.609,0
4030600,Union,40,OK,1095,547,0.031,-0.227,0.015,0.017,0.087,-0.703,0.042,0.053,0.610,-0.209,1.433,1.642,60243.227,23080.031,35023.047,0.520,0.154,0.256,0.143,0.446,1
4030870,Valliant,40,OK,68,34,-0.012,-0.278,0.024,0.029,-0.041,-0.861,0.070,0.090,-1.267,-1.602,-1.065,0.537,43249.352,15624.750,29557.912,0.503,0.045,0.016,0.232,0.707,0
4030960,Vanoss,40,OK,42,21,0.033,-0.239,0.039,0.045,0.094,-0.740,0.112,0.142,-0.161,-0.834,0.462,1.296,54777.301,18703.223,31249.750,0.607,0.012,0.041,0.377,0.570,0
4031020,Velma-Alma,40,OK,44,22,0.046,-0.225,0.041,0.047,0.130,-0.697,0.119,0.148,-0.288,-1.041,0.377,1.417,45249.949,21277.898,39516.641,0.639,0.000,0.049,0.106,0.845,0
4031110,Verdigris,40,OK,95,47,0.051,-0.232,0.022,0.025,0.150,-0.714,0.062,0.079,0.639,-0.170,1.414,1.585,78083.211,28258.277,43117.023,0.450,0.003,0.035,0.288,0.674,0
4031140,Vian,40,OK,72,36,0.035,-0.238,0.023,0.028,0.100,-0.741,0.068,0.086,-2.157,-2.642,-1.758,0.884,24284.857,12302.538,26778.490,0.462,0.078,0.027,0.495,0.399,0
4031290,Vinita,40,OK,115,58,0.035,-0.212,0.020,0.024,0.101,-0.652,0.059,0.075,-0.870,-1.060,-0.705,0.355,51515.977,17665.029,24390.836,0.329,0.036,0.033,0.425,0.506,0
4031350,Wagoner,40,OK,174,87,0.002,-0.272,0.019,0.022,0.011,-0.841,0.055,0.070,-1.054,-2.009,-0.216,1.792,34828.578,15952.415,33213.645,0.499,0.083,0.043,0.419,0.455,0
4031470,Walters,40,OK,53,27,0.017,-0.251,0.027,0.032,0.040,-0.777,0.079,0.100,0.315,0.055,0.481,0.426,53615.023,23494.973,34271.875,0.418,0.019,0.038,0.233,0.709,0
4031650,Warner,40,OK,54,27,0.022,-0.253,0.028,0.032,0.061,-0.787,0.080,0.101,-0.364,-0.562,0.019,0.581,46166.434,22632.158,35699.859,0.523,0.012,0.010,0.500,0.478,0
4031710,Washington,40,OK,68,34,-0.020,-0.293,0.024,0.028,-0.065,-0.906,0.069,0.087,0.020,-0.591,0.652,1.243,62841.918,24695.068,31499.699,0.267,0.004,0.053,0.120,0.823,0
4031770,Watonga,40,OK,54,27,0.034,-0.217,0.026,0.030,0.093,-0.670,0.075,0.094,-0.963,-0.788,-0.973,-0.185,38749.250,21232.840,28688.779,0.438,0.065,0.203,0.152,0.580,0
4031980,Waurika,40,OK,49,25,0.022,-0.232,0.041,0.047,0.062,-0.720,0.118,0.148,-1.305,-1.859,-0.733,1.125,27624.475,16090.833,27094.176,0.713,0.015,0.128,0.113,0.744,0
4032010,Wayne,40,OK,42,21,0.044,-0.221,0.040,0.046,0.127,-0.684,0.115,0.146,-0.588,-0.965,-0.100,0.865,56811.816,15409.992,31648.607,0.762,0.013,0.112,0.271,0.604,0
4032070,Weatherford,40,OK,138,69,0.068,-0.208,0.019,0.023,0.204,-0.643,0.057,0.072,-0.063,-0.889,0.710,1.599,71249.250,13856.365,27252.455,0.585,0.020,0.152,0.094,0.735,0
4032280,Wellston,40,OK,51,25,-0.028,-0.280,0.029,0.033,-0.086,-0.870,0.082,0.105,-0.893,-1.272,-0.586,0.686,44749.051,21360.566,29936.512,0.321,0.023,0.033,0.176,0.767,0
4032370,Western Heights,40,OK,255,128,-0.016,-0.250,0.018,0.021,-0.044,-0.775,0.052,0.066,-0.845,-1.397,-0.271,1.126,40328.883,18231.850,28044.658,0.577,0.201,0.316,0.109,0.374,0
4032400,Westville,40,OK,82,41,0.015,-0.259,0.023,0.027,0.044,-0.801,0.066,0.083,-1.044,-1.601,-0.385,1.216,43653.113,20742.945,32096.355,0.500,0.001,0.067,0.518,0.414,0
4032430,Wetumka,40,OK,46,23,0.041,-0.215,0.038,0.045,0.118,-0.662,0.112,0.140,-2.151,-2.084,-2.235,-0.151,32332.865,13406.500,14840.836,0.246,0.028,0.012,0.539,0.422,0
4032460,Wewoka,40,OK,56,28,-0.003,-0.242,0.028,0.033,-0.011,-0.756,0.082,0.103,-2.174,-1.864,-2.379,-0.515,37749.449,15575.167,20869.217,0.449,0.154,0.030,0.318,0.497,0
4032610,White Oak,40,OK,88,44,-0.005,-0.293,0.030,0.035,-0.018,-0.908,0.085,0.109,-0.778,-1.347,-0.214,1.133,31749.648,18035.500,25740.592,0.631,0.042,0.057,0.355,0.546,0
4032670,Whitebead,40,OK,48,24,0.026,-0.252,0.033,0.039,0.074,-0.780,0.096,0.121,-0.409,-1.435,0.593,2.028,65499.633,29165.830,33292.023,0.398,0.026,0.288,0.105,0.581,0
4032790,Wilburton,40,OK,67,33,0.055,-0.217,0.024,0.029,0.167,-0.673,0.070,0.090,-0.955,-1.794,-0.168,1.626,51157.781,13781.538,30905.615,0.959,0.014,0.041,0.332,0.612,0
4032940,Wilson,40,OK,42,21,0.021,-0.230,0.039,0.045,0.059,-0.713,0.112,0.141,-0.763,-1.091,-0.490,0.601,62447.207,22999.801,35679.211,0.541,0.004,0.028,0.289,0.679,0
4032970,Wister,40,OK,50,25,0.047,-0.217,0.033,0.039,0.130,-0.674,0.096,0.121,-1.299,-1.945,-0.763,1.183,34249.152,16743.488,28602.221,0.608,0.002,0.051,0.235,0.712,0
4033090,Woodall,40,OK,52,26,0.041,-0.229,0.029,0.033,0.119,-0.711,0.083,0.105,-1.717,-1.662,-1.759,-0.097,41249.754,22415.701,24608.531,0.246,0.000,0.054,0.738,0.207,0
4033180,Woodward,40,OK,194,97,0.009,-0.264,0.019,0.022,0.027,-0.809,0.054,0.068,-0.213,-1.021,0.549,1.570,59082.422,17205.199,41794.246,0.874,0.011,0.199,0.059,0.731,0
4033240,Wyandotte,40,OK,58,29,0.022,-0.233,0.027,0.032,0.055,-0.717,0.078,0.099,-0.906,-0.893,-0.942,-0.049,38499.301,20078.094,25265.098,0.263,0.006,0.026,0.456,0.513,0
4033300,Wynnewood,40,OK,50,25,-0.055,-0.334,0.031,0.036,-0.155,-1.032,0.090,0.113,-0.162,-0.268,-0.076,0.191,50642.793,25774.182,31563.564,0.403,0.106,0.058,0.222,0.613,0
4033360,Yale,40,OK,43,22,0.047,-0.225,0.036,0.042,0.137,-0.694,0.104,0.133,-1.110,-1.732,-0.486,1.246,36785.355,15903.894,31666.334,0.792,0.003,0.024,0.401,0.572,0
4033480,Yukon,40,OK,557,278,0.074,-0.204,0.016,0.018,0.215,-0.629,0.045,0.056,0.579,0.138,1.083,0.945,63966.676,27156.879,41148.207,0.496,0.036,0.082,0.082,0.800,1
4033601,Rock Creek,40,OK,46,23,0.023,-0.245,0.039,0.046,0.065,-0.757,0.114,0.143,-0.077,-0.517,0.219,0.737,,20396.666,24681.504,0.572,0.013,0.040,0.300,0.647,0
4100014,Vale Sd 84,41,OR,69,34,-0.004,-0.287,0.025,0.029,-0.009,-0.881,0.072,0.091,-0.362,-0.846,0.042,0.888,46345.883,14165.996,25416.582,0.441,0.006,0.217,0.011,0.766,0
4100015,Gervais Sd 1,41,OR,79,39,0.040,-0.191,0.025,0.029,0.120,-0.588,0.071,0.091,-0.910,-1.445,-0.435,1.010,48186.863,16863.662,27630.070,0.404,0.010,0.695,0.015,0.280,0
4100016,Yamhill Carlton Sd 1,41,OR,86,43,0.040,-0.244,0.024,0.028,0.117,-0.749,0.068,0.086,0.052,-0.403,0.461,0.864,66832.875,21918.875,41384.336,0.464,0.005,0.091,0.016,0.888,0
4100019,Harrisburg Sd 7J,41,OR,69,35,0.027,-0.218,0.026,0.031,0.082,-0.672,0.075,0.096,-0.143,-0.325,-0.021,0.304,59436.555,26652.563,33411.727,0.278,0.003,0.107,0.013,0.876,0
4100020,North Santiam Sd 29J,41,OR,170,85,0.053,-0.211,0.021,0.024,0.148,-0.647,0.060,0.076,-0.340,-0.714,0.029,0.743,52714.016,24054.000,35193.199,0.504,0.016,0.152,0.026,0.805,0
4100023,Hillsboro Sd 1J,41,OR,1543,771,0.033,-0.245,0.015,0.018,0.095,-0.755,0.044,0.056,0.536,-0.300,1.363,1.664,65342.109,25230.842,36968.242,0.443,0.023,0.363,0.080,0.533,1
4100040,Knappa Sd 4,41,OR,43,22,0.016,-0.236,0.038,0.045,0.038,-0.731,0.112,0.140,-0.487,-0.689,-0.165,0.524,69114.773,19894.875,39790.707,0.739,0.005,0.073,0.049,0.872,0
4100048,North Wasco County Sd 21,41,OR,222,111,0.046,-0.223,0.020,0.023,0.132,-0.688,0.056,0.072,-0.307,-0.854,0.220,1.073,44902.863,19340.172,29804.994,0.463,0.006,0.321,0.036,0.638,0
4100640,Myrtle Point Sd 41,41,OR,51,25,0.022,-0.247,0.029,0.034,0.063,-0.763,0.083,0.106,-0.872,-1.768,-0.004,1.764,34999.000,15265.851,32111.379,0.710,0.009,0.106,0.144,0.741,0
4101120,Greater Albany Public Sd 8J,41,OR,690,345,0.053,-0.215,0.016,0.019,0.155,-0.661,0.046,0.058,-0.276,-0.855,0.306,1.161,61461.766,20820.035,35583.684,0.586,0.008,0.190,0.019,0.784,1
4101230,Amity Sd 4J,41,OR,62,31,0.084,-0.181,0.027,0.032,0.246,-0.557,0.077,0.099,0.141,-0.338,0.583,0.921,56332.699,19701.502,39374.125,0.711,0.005,0.145,0.017,0.834,0
4101560,Ashland Sd 5,41,OR,182,91,0.082,-0.202,0.021,0.025,0.242,-0.619,0.060,0.077,0.047,-0.321,0.469,0.789,46521.434,17436.682,22008.260,0.266,0.025,0.075,0.040,0.860,0
4101620,Astoria Sd 1,41,OR,137,69,0.024,-0.261,0.021,0.025,0.073,-0.802,0.061,0.078,-0.607,-1.064,-0.074,0.989,49999.000,15489.081,30737.301,0.455,0.004,0.147,0.025,0.824,0
4101660,Athena-Weston Sd 29Rj,41,OR,45,23,-0.008,-0.307,0.034,0.040,-0.021,-0.947,0.098,0.124,-0.030,-0.603,0.700,1.303,54922.586,22598.000,29999.000,0.349,0.020,0.062,0.115,0.803,0
4101710,Baker Sd 5J,41,OR,126,63,0.070,-0.182,0.022,0.025,0.204,-0.556,0.062,0.080,-0.826,-0.996,-0.576,0.421,48845.387,17030.438,22313.889,0.237,0.004,0.081,0.028,0.887,0
4101800,Bandon Sd 54,41,OR,56,28,0.095,-0.166,0.028,0.033,0.266,-0.506,0.081,0.103,-1.066,-0.615,-1.548,-0.933,,21263.383,17692.230,-0.165,0.000,0.082,0.032,0.885,0
4101830,Banks Sd 13,41,OR,90,45,-0.027,-0.319,0.024,0.028,-0.072,-0.986,0.068,0.087,0.748,-0.383,1.738,2.121,81543.852,24885.408,52196.930,0.797,0.001,0.068,0.020,0.911,0
4101920,Beaverton Sd 48J,41,OR,2906,1453,0.033,-0.248,0.015,0.018,0.099,-0.770,0.043,0.055,1.152,0.205,2.125,1.920,76994.164,28257.928,43659.758,0.508,0.030,0.248,0.156,0.566,1
4101980,Bend-Lapine Administrative Sd 1,41,OR,1191,596,0.027,-0.264,0.016,0.018,0.075,-0.816,0.045,0.057,0.053,-0.282,0.388,0.669,64441.766,23368.174,33968.277,0.394,0.008,0.107,0.022,0.863,1
4102040,Bethel Sd 52,41,OR,448,224,0.052,-0.212,0.017,0.019,0.156,-0.651,0.048,0.060,-0.603,-1.144,-0.102,1.042,55069.918,21547.000,32141.660,0.439,0.025,0.171,0.045,0.759,1
4102310,Brookings-Harbor Sd 17C,41,OR,119,59,-0.010,-0.270,0.022,0.026,-0.027,-0.838,0.065,0.083,-1.110,-1.736,-0.482,1.254,46999.598,15657.981,30177.270,0.653,0.018,0.149,0.063,0.769,0
4102490,Harney County Sd 3,41,OR,68,34,0.016,-0.251,0.025,0.030,0.047,-0.773,0.073,0.094,-0.680,-0.781,-0.535,0.247,57265.941,19261.344,30673.777,0.400,0.001,0.061,0.048,0.890,0
4102640,Canby Sd 86,41,OR,361,181,0.055,-0.216,0.018,0.021,0.156,-0.669,0.053,0.067,0.123,-0.655,0.826,1.481,61593.645,23119.318,38964.410,0.518,0.004,0.288,0.014,0.694,0
4102780,Cascade Sd 5,41,OR,172,86,0.031,-0.238,0.020,0.023,0.099,-0.734,0.057,0.073,-0.225,-0.926,0.458,1.384,64572.867,22284.670,33510.926,0.373,0.008,0.160,0.032,0.800,0
4102800,Centennial Sd 28J,41,OR,489,244,-0.006,-0.284,0.017,0.020,-0.014,-0.878,0.049,0.062,-0.610,-1.084,-0.125,0.959,52820.230,22350.623,32064.285,0.404,0.056,0.263,0.129,0.552,1
4102840,Central Sd 13J,41,OR,221,111,0.009,-0.257,0.019,0.022,0.032,-0.798,0.055,0.070,-0.591,-1.275,0.073,1.349,63669.965,13299.099,31425.918,0.593,0.009,0.429,0.025,0.537,0
4102910,Central Linn Sd 552,41,OR,56,28,0.022,-0.253,0.028,0.033,0.070,-0.774,0.080,0.102,-0.774,-1.614,0.050,1.664,51608.535,20285.600,36788.633,0.636,0.005,0.089,0.022,0.884,0
4102940,Central Point Sd 6,41,OR,335,168,0.059,-0.196,0.017,0.020,0.167,-0.600,0.050,0.063,-0.394,-0.532,-0.221,0.312,54166.250,22171.607,30057.570,0.386,0.006,0.120,0.017,0.857,0
4103260,Clatskanie Sd 6J,41,OR,61,30,0.066,-0.189,0.027,0.032,0.192,-0.579,0.078,0.099,-1.094,-1.244,-0.832,0.412,61736.727,17096.619,30106.363,0.367,0.008,0.056,0.020,0.916,0
4103265,Rainier Sd 13,41,OR,79,40,0.047,-0.206,0.024,0.028,0.128,-0.630,0.069,0.088,-0.888,-0.985,-0.767,0.218,70102.266,20214.758,43191.672,0.841,0.004,0.034,0.025,0.938,0
4103270,Colton Sd 53,41,OR,51,26,-0.002,-0.274,0.031,0.037,-0.010,-0.850,0.090,0.116,-0.356,-0.633,-0.143,0.490,58999.098,21943.666,37179.051,0.407,0.003,0.069,0.005,0.922,0
4103390,Coquille Sd 8,41,OR,64,32,-0.020,-0.274,0.026,0.030,-0.054,-0.850,0.074,0.095,-0.752,-0.762,-0.655,0.107,70713.570,20526.439,32158.158,0.537,0.006,0.101,0.079,0.813,0
4103420,Corbett Sd 39,41,OR,85,43,0.080,-0.197,0.024,0.028,0.236,-0.608,0.070,0.088,-0.155,-0.751,0.264,1.015,67657.383,21315.264,34999.000,0.261,0.011,0.052,0.044,0.893,0
4103480,Corvallis Sd 509J,41,OR,468,234,0.039,-0.265,0.018,0.021,0.120,-0.825,0.051,0.064,0.085,-0.547,0.732,1.279,67595.648,13053.700,19865.625,0.315,0.014,0.146,0.085,0.755,1
4103660,Coos Bay Sd 9,41,OR,237,119,0.003,-0.253,0.019,0.022,0.006,-0.778,0.054,0.068,-0.974,-1.185,-0.707,0.478,40374.926,17779.549,27280.328,0.360,0.008,0.139,0.085,0.769,0
4103690,Creswell Sd 40,41,OR,102,51,-0.016,-0.303,0.023,0.026,-0.042,-0.938,0.065,0.083,-0.826,-1.383,-0.307,1.075,52045.250,20836.621,30130.182,0.285,0.012,0.110,0.048,0.830,0
4103720,Crook County Sd,41,OR,227,114,0.036,-0.235,0.019,0.022,0.108,-0.726,0.053,0.068,-0.648,-1.023,-0.210,0.813,46476.977,21249.500,31949.928,0.417,0.004,0.156,0.020,0.820,0
4103840,Culver Sd 4,41,OR,54,27,0.044,-0.212,0.030,0.035,0.129,-0.652,0.086,0.110,-1.424,-1.784,-0.931,0.853,37045.047,19440.014,27720.045,0.413,0.011,0.286,0.029,0.674,0
4103860,Dallas Sd 2,41,OR,237,119,0.094,-0.169,0.019,0.022,0.276,-0.516,0.053,0.068,-0.134,-0.457,0.193,0.650,56590.250,22223.006,35366.594,0.495,0.010,0.082,0.055,0.853,0
4103940,David Douglas Sd 40,41,OR,798,399,-0.016,-0.283,0.016,0.018,-0.043,-0.877,0.045,0.058,-0.790,-1.183,-0.406,0.777,40364.512,21263.000,30742.098,0.411,0.103,0.258,0.151,0.488,1
4103990,Dayton Sd 8,41,OR,72,36,0.052,-0.200,0.025,0.029,0.149,-0.616,0.071,0.091,-0.508,-1.092,0.013,1.106,58570.570,20367.500,31921.727,0.439,0.004,0.383,0.025,0.588,0
4104500,Eagle Point Sd 9,41,OR,315,158,0.019,-0.240,0.018,0.020,0.057,-0.743,0.050,0.064,-1.237,-1.293,-1.175,0.118,45714.145,18288.574,26667.748,0.370,0.010,0.253,0.028,0.709,0
4104700,Estacada Sd 108,41,OR,144,72,0.019,-0.252,0.022,0.026,0.057,-0.782,0.063,0.082,-0.455,-0.636,-0.272,0.364,58157.078,21439.900,33021.617,0.354,0.008,0.140,0.016,0.836,0
4104740,Eugene Sd 4J,41,OR,1270,635,0.029,-0.256,0.017,0.020,0.086,-0.795,0.048,0.061,-0.193,-0.575,0.217,0.792,59575.316,18698.318,26324.490,0.304,0.023,0.133,0.062,0.782,1
4104950,Fern Ridge Sd 28J,41,OR,114,57,0.007,-0.263,0.022,0.026,0.028,-0.814,0.063,0.080,-0.376,-0.988,0.166,1.154,55499.449,21125.143,36863.789,0.587,0.010,0.060,0.029,0.901,0
4105100,Siuslaw Sd 97J,41,OR,101,50,0.025,-0.243,0.023,0.027,0.077,-0.753,0.065,0.083,-0.797,-1.097,-0.351,0.745,53260.543,18890.748,27727.881,0.330,0.007,0.119,0.108,0.766,0
4105160,Forest Grove Sd 15,41,OR,450,225,0.050,-0.211,0.017,0.020,0.150,-0.649,0.049,0.063,-0.336,-0.928,0.289,1.217,52356.906,18687.572,31223.791,0.489,0.007,0.497,0.018,0.478,1
4105430,Gaston Sd 511J,41,OR,50,25,0.017,-0.258,0.038,0.044,0.044,-0.801,0.109,0.138,0.342,-0.301,0.889,1.189,79999.797,22540.307,37124.574,0.423,0.007,0.098,0.013,0.882,0
4105610,Gladstone Sd 115,41,OR,157,79,0.021,-0.259,0.020,0.023,0.069,-0.801,0.057,0.073,-0.314,-1.022,0.564,1.585,56303.719,23313.354,34702.184,0.481,0.019,0.159,0.026,0.795,0
4105640,Glendale Sd 77,41,OR,42,21,0.015,-0.242,0.041,0.047,0.042,-0.748,0.119,0.148,-1.568,-2.228,-0.764,1.464,38862.863,14355.318,31621.299,0.549,0.004,0.084,0.034,0.878,0
4105670,Glide Sd 12,41,OR,54,27,-0.028,-0.293,0.029,0.034,-0.080,-0.908,0.084,0.107,-1.208,-1.510,-0.761,0.750,36666.332,20220.500,31212.445,0.508,0.000,0.059,0.019,0.923,0
4105760,Central Curry Sd 1,41,OR,46,23,0.058,-0.191,0.037,0.043,0.171,-0.585,0.106,0.134,-0.763,-1.167,-0.134,1.033,48124.383,14582.497,33658.691,0.701,0.001,0.097,0.048,0.854,0
4105910,Grants Pass Sd 7,41,OR,429,214,0.027,-0.247,0.017,0.020,0.079,-0.765,0.049,0.062,-1.150,-1.494,-0.687,0.807,49165.836,18493.391,27440.750,0.406,0.006,0.127,0.024,0.843,1
4106000,Gresham-Barlow Sd 10J,41,OR,903,452,-0.008,-0.289,0.016,0.018,-0.017,-0.895,0.045,0.057,-0.130,-0.655,0.395,1.050,66756.625,23028.313,36402.063,0.463,0.028,0.263,0.038,0.671,1
4106300,Hermiston Sd 8,41,OR,388,194,-0.008,-0.268,0.017,0.020,-0.029,-0.829,0.049,0.062,-0.990,-1.269,-0.790,0.479,49165.832,19609.961,29802.959,0.543,0.008,0.461,0.015,0.516,0
4106510,Hood River County Sd,41,OR,303,152,0.051,-0.229,0.020,0.023,0.155,-0.704,0.057,0.073,0.027,-0.431,0.532,0.963,50102.031,21029.000,27854.119,0.385,0.008,0.470,0.021,0.502,0
4106710,Jefferson Sd 14J,41,OR,65,32,-0.012,-0.265,0.026,0.030,-0.036,-0.818,0.074,0.095,-0.376,-0.793,-0.044,0.749,51166.547,17142.000,31869.996,0.469,0.013,0.261,0.015,0.711,0
4106740,Jefferson County Sd 509J,41,OR,221,111,-0.068,-0.320,0.019,0.023,-0.198,-0.988,0.056,0.071,-1.545,-1.960,-1.170,0.790,38447.586,16606.500,26643.902,0.355,0.010,0.344,0.356,0.290,0
4106780,John Day Sd 3,41,OR,51,25,0.058,-0.208,0.032,0.037,0.166,-0.638,0.091,0.116,-0.747,-1.089,-0.386,0.703,60545.418,16166.200,30499.900,0.611,0.005,0.033,0.015,0.947,0
4106900,Three Rivers/Josephine County Sd,41,OR,366,183,0.039,-0.243,0.017,0.020,0.118,-0.748,0.049,0.063,-1.281,-1.707,-0.846,0.861,47416.184,16475.941,27356.770,0.391,0.010,0.081,0.038,0.871,0
4106930,Junction City Sd 69,41,OR,127,63,0.066,-0.198,0.021,0.025,0.207,-0.612,0.061,0.078,-0.373,-1.149,0.252,1.401,55356.609,17073.035,33021.375,0.633,0.009,0.127,0.039,0.825,0
4107020,Klamath County Sd,41,OR,473,237,0.041,-0.213,0.016,0.019,0.121,-0.653,0.047,0.060,-0.616,-1.135,-0.099,1.037,50290.668,18756.908,32112.307,0.455,0.010,0.173,0.090,0.727,1
4107080,Klamath Falls City Schools,41,OR,227,114,0.034,-0.224,0.019,0.022,0.101,-0.688,0.055,0.070,-1.060,-1.284,-0.816,0.468,38896.281,16743.807,25016.371,0.358,0.012,0.194,0.085,0.709,0
4107200,La Grande Sd 1,41,OR,161,81,0.079,-0.186,0.020,0.023,0.232,-0.569,0.057,0.073,-0.616,-1.113,-0.155,0.958,60220.570,16656.945,27019.799,0.434,0.009,0.078,0.036,0.877,0
4107230,Lake Oswego Sd 7J,41,OR,507,254,0.110,-0.198,0.018,0.021,0.329,-0.613,0.051,0.065,1.628,0.401,2.919,2.519,107303.070,32457.920,60365.164,0.580,0.009,0.058,0.093,0.840,1
4107280,Lake County Sd 7,41,OR,56,28,0.018,-0.247,0.027,0.032,0.051,-0.763,0.079,0.101,-0.328,-0.658,0.090,0.749,43249.352,20030.109,31917.092,0.400,0.003,0.190,0.029,0.778,0
4107380,Lebanon Community Sd 9,41,OR,322,161,0.016,-0.251,0.017,0.020,0.058,-0.772,0.050,0.064,-0.565,-1.139,-0.049,1.090,51278.941,20237.359,33979.520,0.515,0.010,0.088,0.035,0.868,0
4107500,Lincoln County Sd,41,OR,372,186,0.021,-0.244,0.017,0.020,0.063,-0.755,0.050,0.063,-0.713,-1.091,-0.239,0.852,50568.125,20378.121,27827.119,0.357,0.009,0.175,0.093,0.723,0
4108010,Mcminnville Sd 40,41,OR,492,246,-0.020,-0.295,0.018,0.020,-0.055,-0.918,0.050,0.064,-0.610,-1.090,-0.148,0.942,49544.543,18487.807,29133.986,0.389,0.008,0.325,0.023,0.643,1
4108040,Medford Sd 549C,41,OR,937,468,0.036,-0.235,0.016,0.018,0.107,-0.724,0.045,0.056,-0.452,-0.922,0.053,0.974,49165.832,20608.650,31233.789,0.415,0.013,0.223,0.027,0.736,1
4108100,Santiam Canyon Sd 129J,41,OR,47,24,0.029,-0.223,0.034,0.040,0.085,-0.691,0.100,0.126,-1.114,-1.967,-0.451,1.515,62699.820,15824.139,33027.563,0.556,0.004,0.102,0.017,0.877,0
4108160,Milton-Freewater Unified Sd 7,41,OR,145,72,-0.034,-0.271,0.020,0.024,-0.094,-0.840,0.058,0.074,-1.371,-2.269,-0.462,1.808,46963.891,17883.420,26478.666,0.540,0.003,0.561,0.009,0.427,0
4108310,Molalla River Sd 35,41,OR,212,106,0.044,-0.219,0.020,0.024,0.128,-0.673,0.058,0.074,0.221,-0.242,0.622,0.864,61999.867,24448.373,41218.066,0.484,0.002,0.170,0.017,0.812,0
4108430,Monroe Sd 1J,41,OR,44,22,0.062,-0.207,0.037,0.043,0.178,-0.637,0.106,0.135,-0.410,-0.832,-0.105,0.727,64499.699,20558.988,33511.203,0.235,0.000,0.188,0.029,0.783,0
4108520,Morrow Sd 1,41,OR,163,81,0.006,-0.247,0.019,0.023,0.021,-0.764,0.056,0.071,-0.795,-1.290,-0.396,0.895,46388.609,16923.570,28512.455,0.568,0.003,0.505,0.008,0.484,0
4108550,Mt Angel Sd 91,41,OR,54,27,0.001,-0.268,0.027,0.031,0.002,-0.830,0.077,0.098,-0.419,-1.014,0.134,1.148,38332.664,19061.875,24023.781,0.332,0.009,0.527,0.006,0.458,0
4108650,Neah-Kah-Nie Sd 56,41,OR,57,28,-0.030,-0.334,0.028,0.033,-0.082,-1.035,0.082,0.104,-0.518,-1.223,0.146,1.369,47699.461,18245.316,32420.900,0.367,0.006,0.130,0.039,0.825,0
4108700,Nestucca Valley Sd 101J,41,OR,49,24,0.007,-0.257,0.037,0.044,0.015,-0.796,0.108,0.137,-0.609,-1.458,0.094,1.552,44999.000,15474.810,29716.318,0.635,0.010,0.186,0.036,0.768,0
4108720,Newberg Sd 29J,41,OR,386,193,0.065,-0.221,0.018,0.020,0.188,-0.681,0.050,0.064,0.416,-0.420,1.281,1.701,71014.883,20349.703,40349.930,0.625,0.014,0.197,0.025,0.764,0
4108820,North Bend Sd 13,41,OR,172,86,0.042,-0.222,0.020,0.023,0.126,-0.679,0.058,0.074,-0.706,-1.142,-0.203,0.939,51249.879,17216.854,31737.570,0.610,0.005,0.079,0.077,0.839,0
4108830,North Clackamas Sd 12,41,OR,1255,628,0.026,-0.252,0.015,0.018,0.078,-0.779,0.044,0.055,0.155,-0.491,0.777,1.268,61745.570,23958.242,39878.254,0.529,0.021,0.171,0.085,0.724,1
4108880,North Marion Sd 15,41,OR,149,75,0.019,-0.238,0.020,0.024,0.062,-0.736,0.058,0.074,-0.195,-0.673,0.236,0.909,58436.652,22611.744,32588.135,0.519,0.006,0.431,0.023,0.540,0
4109000,Nyssa Sd 26,41,OR,89,45,0.032,-0.205,0.024,0.028,0.105,-0.636,0.068,0.086,-1.443,-2.052,-0.936,1.116,58076.117,15149.513,23045.236,0.619,0.000,0.669,0.006,0.325,0
